,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,205,33,38,114,188,184,285,403,773,1194,1474,2262,3706,7506,8635,12551,18288,21505,17903,8532,2294,26
Se01 結核,0,0,0,0,0,0,0,0,1,1,1,0,5,4,12,17,30,53,40,13,1,0
Se02 悪性新生物＜腫瘍＞,4,8,7,12,11,17,49,91,216,395,559,978,1759,3603,3870,4672,5457,4522,2582,726,99,3
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,1,0,0,1,1,2,10,19,45,79,149,164,148,146,90,34,9,2,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,1,10,8,27,30,46,107,191,427,494,563,651,597,351,112,11,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,1,7,7,19,50,53,87,143,282,323,426,472,478,330,113,20,2
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,8,11,25,29,64,120,195,188,178,189,135,85,25,5,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,0,0,0,0,0,2,1,6,8,24,57,108,247,285,375,492,366,165,31,4,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,0,4,5,9,30,63,124,144,230,302,301,179,50,11,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,1,1,1,4,9,19,56,82,179,397,390,440,501,362,184,43,4,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,6,23,56,77,126,344,779,847,1052,1174,851,421,116,14,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,4,15,27,59,81,110,140,160,115,118,120,77,72,25,7,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,7,16,38,43,56,48,68,51,56,47,51,45,8,0,0
Se13 白血病,2,5,2,6,3,4,1,9,10,11,10,21,32,78,86,107,107,94,46,9,1,0
Se14 糖尿病,0,0,0,0,0,0,2,1,6,17,14,27,56,95,113,160,212,233,155,46,12,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,2,6,9,8,16,28,38,67,117,170,143,109,26,0
Se16 心疾患（高血圧性を除く）,5,1,5,6,8,10,21,39,77,127,214,281,416,876,1035,1706,2788,3587,3386,1602,382,2
Se17 急性心筋梗塞,0,0,0,0,0,0,2,5,14,33,65,76,137,226,237,387,547,566,362,129,22,0
Se18 その他の虚血性心疾患,0,0,0,0,1,3,6,10,15,31,59,77,98,244,249,392,561,505,381,122,29,1
Se19 不整脈及び伝導障害,0,0,2,3,5,3,6,8,14,28,32,57,63,135,161,263,422,492,505,170,39,1
Se20 心不全,0,0,1,1,1,3,4,10,19,19,43,39,81,170,250,489,959,1584,1746,1019,261,0
Se21 脳血管疾患,0,1,1,1,2,4,16,30,69,112,127,172,255,539,619,1055,1648,1981,1620,719,156,0
Se22 くも膜下出血,0,1,1,1,1,1,9,13,29,53,53,47,66,92,90,121,168,147,67,33,5,0
Se23 脳内出血,0,0,0,0,1,2,6,10,32,53,63,92,130,240,257,358,460,512,337,94,21,0
Se24 脳梗塞,0,0,0,0,0,1,1,5,7,6,9,29,53,193,253,552,968,1274,1181,573,125,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,3,5,10,25,20,36,47,123,137,183,281,353,228,93,10,0
Se26 肺炎,4,1,0,0,1,0,4,6,6,11,16,39,96,224,368,719,1443,2067,1919,887,228,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,0,1,7,16,62,127,221,327,459,263,80,18,0
Se28 喘息,0,0,0,0,0,0,0,1,0,3,0,4,6,5,11,14,27,30,38,16,8,0
Se29 肝疾患,2,0,0,0,2,0,6,12,34,41,75,98,127,196,163,154,202,155,58,28,2,0
Se30 腎不全,0,0,0,1,0,0,0,3,5,6,7,13,46,94,125,212,402,556,425,193,38,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,1,11,47,173,604,1638,2592,2028,888,1
Se32 不慮の事故,14,4,4,15,25,25,24,33,62,70,56,82,119,222,256,388,520,570,401,169,30,4
Se33 交通事故,1,1,0,12,18,15,10,8,15,29,19,16,26,35,32,39,44,28,10,2,0,1
Se34 自殺,0,0,7,48,110,95,109,118,157,165,136,152,133,148,128,118,102,52,23,7,2,3
