,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,160,32,39,104,165,186,258,354,616,1243,1933,2423,3744,5897,12175,14538,20940,27170,25507,13322,3553,82
Se01 結核,0,0,0,0,0,0,0,0,0,0,0,1,2,6,4,10,17,37,30,16,3,0
Se02 悪性新生物＜腫瘍＞,3,7,11,9,15,20,52,93,157,364,685,910,1582,2547,4981,5149,5873,5575,3542,1151,162,0
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,2,11,23,37,69,105,190,168,177,106,50,6,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,0,4,6,12,26,51,65,132,282,519,549,622,671,408,133,13,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,2,0,4,2,11,21,30,56,87,155,238,462,449,527,537,434,171,31,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,4,7,21,52,57,80,133,249,235,224,166,109,38,9,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,1,4,8,22,49,86,141,271,315,355,372,247,67,4,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,2,3,12,12,54,87,203,191,314,349,229,68,10,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,1,0,2,1,5,25,58,101,197,274,564,566,636,519,322,90,8,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,8,16,33,86,133,268,546,1136,1207,1223,1044,540,192,18,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,9,20,30,68,121,93,130,127,199,143,155,119,107,47,21,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,4,11,16,31,43,59,57,73,101,57,64,68,49,18,3,0
Se13 白血病,2,3,4,1,2,5,5,6,4,18,22,22,41,60,134,134,156,144,62,17,3,0
Se14 糖尿病,0,0,0,0,2,1,2,1,6,16,26,37,46,97,131,198,244,265,186,48,12,1
Se15 高血圧性疾患,0,0,0,0,0,1,0,1,3,5,6,13,22,48,62,80,116,153,193,129,38,0
Se16 心疾患（高血圧性を除く）,2,0,0,3,5,18,23,27,70,169,240,308,464,656,1459,1691,2741,3750,3921,2154,486,7
Se17 急性心筋梗塞,0,0,0,0,0,0,3,2,17,41,75,75,116,145,299,325,402,452,321,154,25,0
Se18 その他の虚血性心疾患,0,0,0,0,0,3,7,4,13,47,55,97,132,196,402,421,591,606,425,175,30,4
Se19 不整脈及び伝導障害,0,0,0,1,1,7,7,11,15,36,41,49,84,113,235,260,431,622,550,300,53,2
Se20 心不全,0,0,0,0,2,4,2,5,16,28,46,64,98,142,379,532,1034,1652,2218,1292,326,0
Se21 脳血管疾患,0,0,3,0,1,1,11,19,44,95,145,164,227,342,699,883,1438,1869,1593,766,151,2
Se22 くも膜下出血,0,0,2,0,1,0,4,8,13,45,49,53,56,63,92,91,127,135,65,35,4,0
Se23 脳内出血,0,0,0,0,0,1,6,11,27,40,77,87,104,155,258,328,475,503,363,140,24,2
Se24 脳梗塞,0,0,1,0,0,0,1,0,2,8,16,22,59,108,322,436,799,1190,1111,577,119,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,0,5,2,22,34,29,44,67,131,181,232,282,230,79,10,0
Se26 肺炎,2,0,0,0,0,1,2,4,5,6,27,29,57,118,314,534,1010,1519,1514,762,152,1
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,0,2,5,13,47,143,226,304,382,254,71,5,2
Se28 喘息,0,0,0,0,0,0,0,0,0,1,2,2,6,3,9,9,12,11,15,13,2,0
Se29 肝疾患,0,0,0,0,0,3,9,15,36,71,96,106,157,164,230,185,214,177,81,28,3,0
Se30 腎不全,1,0,0,0,0,1,0,0,3,8,15,21,39,83,157,255,438,616,572,246,45,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,5,22,142,361,1215,3033,4821,3731,1505,1
Se32 不慮の事故,9,5,4,18,19,15,19,25,25,49,80,100,121,154,302,405,541,635,519,238,45,4
Se33 交通事故,3,1,0,8,9,6,10,7,11,12,16,15,20,17,38,32,53,31,11,4,1,0
Se34 自殺,0,1,10,49,89,95,85,93,127,169,164,142,118,88,155,113,92,89,41,10,1,8
