,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,184,27,32,88,168,197,226,355,591,1074,1732,2193,3305,5785,11429,12939,18677,24260,22085,11503,2858,59
Se01 結核,0,0,0,0,0,0,0,1,0,0,1,1,0,5,6,15,24,36,30,20,2,0
Se02 悪性新生物＜腫瘍＞,7,6,5,12,13,18,46,83,173,344,629,971,1468,2709,5171,5169,5986,5606,3398,1080,134,0
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,3,6,23,27,76,108,187,184,162,111,52,9,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,2,7,6,16,26,46,82,160,298,543,549,647,667,428,145,15,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,1,7,12,24,28,53,90,141,250,450,441,544,593,402,154,25,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,8,9,25,39,60,100,156,231,188,200,198,118,36,4,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,1,0,1,4,8,8,17,45,91,187,337,313,396,390,194,56,2,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,3,8,9,17,43,96,187,224,365,340,191,74,14,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,8,31,63,125,144,287,632,569,638,499,301,77,7,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,1,1,0,3,13,39,80,142,254,556,1173,1222,1246,1020,623,177,19,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,15,28,45,104,94,98,129,177,135,161,132,80,42,9,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,7,19,32,45,60,51,43,80,61,74,69,31,15,1,0
Se13 白血病,1,1,3,3,4,2,6,2,8,15,14,19,34,77,126,133,139,133,61,20,2,0
Se14 糖尿病,0,0,0,1,1,1,2,2,8,21,19,21,37,64,134,135,178,207,177,66,10,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,2,1,13,15,15,36,41,67,106,158,188,128,34,1
Se16 心疾患（高血圧性を除く）,6,5,1,3,5,8,15,34,72,119,231,241,394,666,1283,1477,2383,3657,3849,1980,430,4
Se17 急性心筋梗塞,0,0,0,0,0,0,3,2,13,25,57,56,106,154,293,297,374,420,353,135,23,0
Se18 その他の虚血性心疾患,0,0,0,0,2,0,4,5,13,32,63,75,110,173,350,341,472,577,424,156,34,3
Se19 不整脈及び伝導障害,0,1,1,1,0,5,6,14,22,26,38,50,63,114,198,245,371,599,625,285,42,0
Se20 心不全,3,0,0,1,1,2,0,7,12,21,39,34,69,158,329,427,906,1637,2001,1196,298,1
Se21 脳血管疾患,0,0,0,2,2,1,8,19,41,104,143,145,202,372,778,944,1373,1845,1591,783,154,2
Se22 くも膜下出血,0,0,0,1,1,0,4,6,16,46,40,38,55,60,112,113,126,121,99,32,2,0
Se23 脳内出血,0,0,0,0,1,1,3,11,20,53,84,81,107,192,309,354,456,484,325,133,18,0
Se24 脳梗塞,0,0,0,0,0,0,0,1,1,3,15,19,32,109,331,452,754,1196,1134,592,130,2
Se25 大動脈瘤及び解離,0,0,0,1,0,0,1,5,6,22,26,42,60,116,185,258,283,362,287,97,10,0
Se26 肺炎,3,0,1,0,0,4,0,3,3,8,15,28,50,126,346,516,1017,1495,1388,717,141,1
Se27 慢性閉塞性肺疾患,1,0,0,0,0,0,0,2,0,1,3,9,21,35,143,217,289,347,228,79,16,0
Se28 喘息,0,0,0,0,0,0,0,0,1,1,1,2,4,1,2,6,10,13,16,10,3,0
Se29 肝疾患,0,0,0,0,0,1,8,25,36,62,107,103,153,164,189,164,194,161,86,20,2,1
Se30 腎不全,0,0,0,0,0,0,1,0,3,2,15,19,38,68,167,235,395,576,531,267,37,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,3,16,128,319,1089,2768,4388,3526,1332,0
Se32 不慮の事故,10,2,3,15,16,23,13,17,29,43,57,53,93,147,286,313,486,594,499,230,38,6
Se33 交通事故,1,1,0,14,11,11,7,5,14,16,16,7,24,30,43,47,52,39,20,2,0,0
Se34 自殺,0,0,10,37,97,110,91,105,122,154,139,123,107,100,142,107,89,55,27,9,1,6
