,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,293,64,73,166,270,330,427,733,918,1273,1896,3054,5718,6710,8927,12902,16671,17028,12084,5883,1469,121
Se01 結核,0,0,0,0,0,0,1,0,0,0,2,2,5,5,9,18,40,44,24,5,0,1
Se02 悪性新生物＜腫瘍＞,11,9,9,10,20,32,52,151,236,396,729,1360,2801,3263,4003,5006,5237,3976,1880,619,77,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,7,10,31,71,133,184,173,170,125,71,27,6,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,7,12,21,28,50,92,179,419,429,594,697,711,559,293,94,8,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,3,3,10,22,41,61,118,203,248,312,381,439,436,267,90,14,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,7,5,21,43,71,153,160,189,187,153,124,62,22,4,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,7,8,23,47,97,240,285,399,565,510,266,123,29,4,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,1,0,0,4,3,7,21,40,105,129,179,259,321,308,137,52,3,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,13,28,49,115,248,328,372,408,412,301,146,41,2,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,1,0,0,0,0,3,4,11,26,34,97,235,483,674,835,1073,1159,795,294,95,13,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,4,22,38,71,92,125,180,138,91,106,109,67,48,17,3,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,3,9,14,23,18,36,45,56,60,62,62,48,58,22,7,1,0
Se13 白血病,3,1,3,3,5,7,5,11,13,10,15,32,74,77,89,132,122,65,21,6,1,0
Se14 糖尿病,0,1,0,0,0,1,5,5,5,15,16,39,86,101,116,140,172,176,120,39,5,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,3,4,6,13,16,22,28,42,66,93,107,60,24,1
Se16 心疾患（高血圧性を除く）,7,0,6,5,9,21,31,62,93,133,197,303,579,681,1008,1581,2303,2807,2255,1165,261,5
Se17 急性心筋梗塞,0,0,0,0,1,2,7,14,26,43,54,109,173,216,285,382,534,499,318,101,12,1
Se18 その他の虚血性心疾患,0,0,0,0,1,2,5,17,28,32,47,81,164,189,250,355,394,419,271,101,24,2
Se19 不整脈及び伝導障害,0,0,3,4,2,9,9,13,14,25,42,35,88,83,127,202,345,371,286,145,23,2
Se20 心不全,2,0,2,0,3,4,6,7,13,20,35,44,102,125,223,447,777,1213,1115,724,187,0
Se21 脳血管疾患,3,0,1,0,4,5,15,40,66,82,155,207,363,452,735,1177,1770,1886,1420,626,122,3
Se22 くも膜下出血,0,0,0,0,2,4,9,18,28,39,50,66,90,87,111,127,165,126,59,17,5,0
Se23 脳内出血,0,0,1,0,1,0,6,18,32,36,78,92,160,155,268,393,445,422,244,93,12,1
Se24 脳梗塞,1,0,0,0,0,1,0,3,3,4,21,40,101,202,337,632,1122,1302,1089,507,104,2
Se25 大動脈瘤及び解離,0,0,0,0,0,0,1,5,3,12,12,22,50,67,92,141,208,211,102,29,5,0
Se26 肺炎,5,2,2,1,2,2,2,7,7,17,21,54,167,253,490,978,1841,2364,1858,900,223,0
Se27 慢性閉塞性肺疾患,1,0,0,0,0,0,0,0,0,1,1,5,19,63,108,203,303,325,159,48,4,0
Se28 喘息,0,0,0,0,0,0,2,1,2,0,1,3,7,2,5,10,19,28,26,14,2,0
Se29 肝疾患,3,0,0,0,0,2,5,13,30,62,76,107,148,151,172,182,159,112,54,21,4,0
Se30 腎不全,0,0,0,0,0,0,1,2,1,3,11,18,41,69,102,245,344,430,328,129,27,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,1,6,27,89,305,800,1192,965,454,0
Se32 不慮の事故,65,38,28,78,83,95,96,140,142,166,219,286,411,416,517,691,709,556,304,121,29,51
Se33 交通事故,8,5,3,20,29,20,19,31,24,25,28,28,47,30,57,58,53,31,8,1,0,1
Se34 自殺,0,0,10,43,123,137,159,209,203,197,216,238,267,227,190,158,122,92,28,11,0,18
