,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,266,42,30,101,178,215,390,604,738,1179,1720,3014,5591,6587,9097,13828,18193,18219,13261,6572,1606,27
Se01 結核,0,0,0,0,0,0,0,0,1,0,2,5,5,10,10,24,35,44,16,12,1,1
Se02 悪性新生物＜腫瘍＞,6,9,5,13,11,24,70,127,179,363,630,1271,2502,2946,3647,4670,4747,3439,1642,517,62,2
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,6,11,27,73,140,137,149,151,124,69,17,7,0,1
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,4,9,18,21,38,82,156,330,369,528,669,670,495,272,94,8,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,3,8,7,13,25,47,80,206,230,251,375,417,308,206,69,9,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,5,16,12,27,78,120,141,169,171,138,109,71,17,4,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,1,0,2,3,7,24,50,106,239,294,383,521,497,246,107,16,1,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,4,8,20,33,82,112,161,242,280,264,127,38,3,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,1,0,2,5,7,29,45,106,232,263,316,377,368,275,105,34,4,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,11,16,48,91,215,486,637,763,998,998,711,270,85,6,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,3,11,14,31,50,90,114,131,120,110,81,77,73,37,13,2,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,11,12,12,28,29,40,49,47,49,50,52,45,20,15,0,0
Se13 白血病,2,2,3,2,0,5,7,9,3,12,15,30,56,77,95,99,117,63,24,9,4,0
Se14 糖尿病,0,0,0,0,0,0,6,6,7,19,25,47,105,90,131,213,230,222,115,51,9,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,1,1,5,8,22,15,39,57,106,138,150,80,24,1
Se16 心疾患（高血圧性を除く）,14,3,0,7,11,13,46,67,102,159,233,401,808,929,1353,2176,3201,3688,2763,1419,321,1
Se17 急性心筋梗塞,0,0,0,2,1,1,7,14,26,42,76,137,230,280,393,530,790,764,450,173,32,0
Se18 その他の虚血性心疾患,0,0,0,0,1,2,9,10,28,43,61,87,230,215,326,536,592,609,371,148,37,0
Se19 不整脈及び伝導障害,4,0,0,0,5,3,14,16,16,28,32,80,122,149,193,342,471,495,361,159,22,0
Se20 心不全,0,0,0,3,2,2,12,14,24,28,41,61,151,183,320,566,1027,1415,1327,808,204,1
Se21 脳血管疾患,1,0,1,2,0,2,11,46,49,124,152,241,432,550,824,1330,2015,2111,1642,761,170,1
Se22 くも膜下出血,0,0,0,0,0,2,5,26,22,47,56,74,107,75,114,163,167,138,61,18,3,0
Se23 脳内出血,0,0,1,2,0,0,6,16,26,64,65,125,204,256,305,421,543,481,287,79,18,0
Se24 脳梗塞,0,0,0,0,0,0,0,4,1,7,24,34,107,204,389,707,1246,1430,1248,639,143,1
Se25 大動脈瘤及び解離,0,0,0,0,0,1,1,8,11,16,14,42,75,83,114,223,277,274,150,30,6,0
Se26 肺炎,13,3,1,2,3,3,5,15,19,32,48,101,196,316,598,1256,2169,2460,2097,1018,229,3
Se27 慢性閉塞性肺疾患,1,0,0,0,0,0,2,2,0,2,3,11,19,66,83,203,372,309,176,57,11,0
Se28 喘息,0,0,0,0,1,1,0,0,2,2,2,4,6,9,13,18,37,42,30,11,3,0
Se29 肝疾患,3,0,0,0,0,1,4,8,34,56,90,114,139,174,159,202,153,107,52,27,7,0
Se30 腎不全,1,0,1,0,0,0,0,1,6,10,12,33,54,65,149,255,421,486,395,169,28,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,108,396,843,1265,1150,444,0
Se32 不慮の事故,16,6,4,29,38,22,42,55,61,70,92,140,234,224,369,492,657,563,330,142,35,1
Se33 交通事故,4,4,2,21,26,8,15,19,15,23,23,28,57,38,53,64,58,28,9,5,0,0
Se34 自殺,0,0,5,23,82,110,128,181,149,163,167,187,233,156,114,106,80,39,20,4,0,8
